query_id,post_id,grade,reason,model,seconds
s05,18021,2,Post mentions Ocarina of Time remake,qwen3.6-35b-a3b,4.45
s05,21681,1,"Mentions Zelda anniversary, not Switch 2 remake",qwen3.6-35b-a3b,4.18
s05,6060,0,"Post is about a movie, not a game remake.",qwen3.6-35b-a3b,4.26
s05,5614,1,"Mentions Zelda, but unrelated to Switch 2 remake",qwen3.6-35b-a3b,3.91
s05,18498,1,"Mentions Zelda adaptation, not Switch 2 remake",qwen3.6-35b-a3b,3.58
s05,21749,0,"Post is about a film, not a game remake",qwen3.6-35b-a3b,4.09
s05,20415,0,"Post is about KOTOR, not Zelda.",qwen3.6-35b-a3b,3.98
s05,17923,0,"Post is about Pokemon, not Zelda",qwen3.6-35b-a3b,3.57
s05,19355,0,Не относится к Zelda или Switch 2,qwen3.6-35b-a3b,4.48
s05,23463,0,"Post discusses psychology, not a remake.",qwen3.6-35b-a3b,4.42
s05,21425,0,"Post is about Heroes of Might and Magic, not Zelda.",qwen3.6-35b-a3b,4.30
s05,5871,0,"Post is about Donnie Darko book, not Zelda",qwen3.6-35b-a3b,4.38
s05,8645,0,Post is unrelated to Zelda or Switch 2,qwen3.6-35b-a3b,3.78
s05,18731,0,"Post discusses Psychonauts, not Zelda",qwen3.6-35b-a3b,4.08
s05,6053,0,"Post is about box office, not Zelda",qwen3.6-35b-a3b,4.09
s05,19442,0,"Post is about Baldur's Gate 2, not Zelda",qwen3.6-35b-a3b,4.63
s05,18664,0,"Post is about Gothic, not Zelda.",qwen3.6-35b-a3b,3.34
s05,21592,0,"Post is about Onimusha, not Zelda.",qwen3.6-35b-a3b,3.72
s05,21087,0,"Post is about Lord of the Rings, not Zelda",qwen3.6-35b-a3b,3.66
s05,20377,0,"Post is about a TTRPG, not Zelda",qwen3.6-35b-a3b,3.99
s05,20249,0,"Post is about Assassin's Creed, not Zelda",qwen3.6-35b-a3b,3.93
s05,20929,0,"Post is about Little Nightmares, not Zelda",qwen3.6-35b-a3b,4.77
s05,17995,0,"Post is about The Expanse game, not Zelda",qwen3.6-35b-a3b,3.19
s05,1772,0,"Post is about Idris Elba, not Zelda",qwen3.6-35b-a3b,4.97
s05,7039,0,No post data provided,qwen3.6-35b-a3b,1.94
s05,21723,0,"Post is about Killzone, not Zelda",qwen3.6-35b-a3b,4.13
s05,4092,0,"Post is about Escape from New York, not Zelda.",qwen3.6-35b-a3b,4.97
s05,19996,0,"Post is about Gothic, not Zelda.",qwen3.6-35b-a3b,3.99
s05,21911,0,"Post is about Rayman, not Zelda",qwen3.6-35b-a3b,3.61
s05,13414,0,"Post is about Back to the Future, not Zelda",qwen3.6-35b-a3b,3.15
s05,19774,0,"Post is about The Witcher, not Zelda.",qwen3.6-35b-a3b,3.87
s05,8618,0,Post is about a different game on PS5,qwen3.6-35b-a3b,5.83
s06,22345,2,Directly discusses brain organoids,qwen3.6-35b-a3b,8.23
s06,22234,0,"Post discusses brain cortex, not organoids",qwen3.6-35b-a3b,7.37
s06,22411,0,"Discusses brain anatomy, not organoids",qwen3.6-35b-a3b,5.30
s06,23804,0,"Medical pathology, not biological organoids",qwen3.6-35b-a3b,6.49
s06,22360,0,"Post discusses neurotransmitters, not organoids",qwen3.6-35b-a3b,6.62
s06,22194,0,"Discusses memory, not brain organoids",qwen3.6-35b-a3b,6.42
s06,23253,1,"Mentions brain cortex, not organoids",qwen3.6-35b-a3b,6.38
s06,23585,0,"Post is about brain-computer interface, not organoids.",qwen3.6-35b-a3b,6.70
s06,23515,0,"Post discusses concussions, not organoids.",qwen3.6-35b-a3b,7.15
s06,23386,0,"Post discusses concussion recovery, not brain organoids.",qwen3.6-35b-a3b,6.63
s06,22271,0,"Post discusses brain structure, not organoids",qwen3.6-35b-a3b,6.05
s06,22180,2,Directly explains brain organoids,qwen3.6-35b-a3b,5.92
s06,23394,0,"Post discusses spinal cord, not brain organoids.",qwen3.6-35b-a3b,3.13
s06,24028,0,"Post is about exoskeletons, not brain organoids",qwen3.6-35b-a3b,5.84
s06,24270,0,"Post discusses brain volume, not organoids.",qwen3.6-35b-a3b,5.71
s06,24329,0,"Post discusses brain volume, not organoids.",qwen3.6-35b-a3b,5.51
s06,16790,0,"Meme about brain usage myth, not organoids",qwen3.6-35b-a3b,6.06
s06,17042,1,"Mentions brain lobes, but is a meme, not factual info.",qwen3.6-35b-a3b,7.83
s06,22346,0,"Post discusses glutamate, not brain organoids",qwen3.6-35b-a3b,7.45
s06,22414,1,Related topic but not about organoids,qwen3.6-35b-a3b,5.14
s06,24362,2,Directly discusses brain organoids research,qwen3.6-35b-a3b,4.79
s06,25011,0,"Post is a quote, not about organoids",qwen3.6-35b-a3b,4.88
s06,22960,0,"Post discusses bacteria, not brain organoids.",qwen3.6-35b-a3b,5.21
s06,22837,0,"Post discusses Alzheimer's drugs, not brain organoids",qwen3.6-35b-a3b,5.61
s06,24424,0,"Post discusses brain plasticity, not organoids.",qwen3.6-35b-a3b,6.24
s06,22390,0,"Discusses synapses, not organoids",qwen3.6-35b-a3b,6.10
s06,22171,0,"Post discusses opioids, not brain organoids",qwen3.6-35b-a3b,5.02
s06,9983,0,"Post shows nerves, not brain organoids",qwen3.6-35b-a3b,5.07
s06,22113,0,"Post discusses brain development, not organoids.",qwen3.6-35b-a3b,5.62
s06,23134,0,"Post discusses brain cortex, not organoids.",qwen3.6-35b-a3b,6.16
s06,475,0,No post data provided,qwen3.6-35b-a3b,4.17
s06,4430,0,No post data provided,qwen3.6-35b-a3b,2.12
s06,23785,0,No post data provided,qwen3.6-35b-a3b,2.39
s06,23044,0,No post data provided,qwen3.6-35b-a3b,2.39
s06,24291,0,No post data provided,qwen3.6-35b-a3b,2.40
s06,2140,0,"Post is about music, not brain organoids",qwen3.6-35b-a3b,4.58
s06,22024,1,"Mentions brain sleep, not organoids",qwen3.6-35b-a3b,6.63
s06,21886,2,Post discusses digital brain simulation,qwen3.6-35b-a3b,5.70
s06,2133,0,"Post is about music, not brain organoids",qwen3.6-35b-a3b,4.97
s06,16381,0,Meme is unrelated to brain organoids,qwen3.6-35b-a3b,4.77
s06,22413,0,"Post discusses organic compounds, not brain organoids.",qwen3.6-35b-a3b,5.07
s06,22181,2,Post lists facts about brain organoids,qwen3.6-35b-a3b,5.21
s06,23827,0,No post data provided,qwen3.6-35b-a3b,3.83
s06,24287,0,No post data provided,qwen3.6-35b-a3b,2.68
s06,4428,0,No post data provided,qwen3.6-35b-a3b,2.46
s06,4856,0,No post data provided,qwen3.6-35b-a3b,2.47
s06,23296,0,No post data provided,qwen3.6-35b-a3b,2.47
s06,24387,0,No post data provided,qwen3.6-35b-a3b,2.46
s06,231,0,No post data provided,qwen3.6-35b-a3b,2.46
s06,23788,0,No post data provided,qwen3.6-35b-a3b,2.46
s06,23829,0,No post data provided,qwen3.6-35b-a3b,2.50
s06,4431,0,No post data provided,qwen3.6-35b-a3b,2.60
s06,23778,0,No post data provided,qwen3.6-35b-a3b,2.61
s06,23297,0,No post data provided,qwen3.6-35b-a3b,2.59
s06,8433,0,"Post is about a cat, not brain organoids",qwen3.6-35b-a3b,3.82
s06,16982,0,"Meme about stupidity, not brain organoids",qwen3.6-35b-a3b,4.95
s06,17860,0,"Meme about microplastics, not brain organoids",qwen3.6-35b-a3b,5.16
s06,23784,0,No post data provided,qwen3.6-35b-a3b,5.06
s06,17863,0,"Post is about office heat, not brain organoids",qwen3.6-35b-a3b,7.12
s06,17848,0,"Post is about free-thinking people, not brain organoids.",qwen3.6-35b-a3b,8.54
s06,17858,0,"Irrelevant subculture meme, not science",qwen3.6-35b-a3b,7.24
s06,4201,0,No post data provided,qwen3.6-35b-a3b,4.28
s06,25535,0,No post data provided,qwen3.6-35b-a3b,2.36
s07,25257,2,Post discusses Lem's work and style directly,qwen3.6-35b-a3b,7.25
s07,25400,2,Directly discusses Stanislaw Lem,qwen3.6-35b-a3b,5.91
s07,24980,2,Directly discusses Stanislaw Lem,qwen3.6-35b-a3b,4.29
s07,25358,2,Directly features Lem's bibliography,qwen3.6-35b-a3b,6.88
s07,24678,2,Post discusses Stanislaw Lem directly,qwen3.6-35b-a3b,8.62
s07,20807,0,"Post is about a video game, not Lem",qwen3.6-35b-a3b,15.06
s07,25285,2,Directly mentions Lem and his translator,qwen3.6-35b-a3b,13.37
s07,18881,0,"Post is about a video game, not Lem",qwen3.6-35b-a3b,7.60
s07,19862,1,"Mentions Skyrim, not Lem",qwen3.6-35b-a3b,7.39
s07,18262,0,"Post is about No Man's Sky, not Lem",qwen3.6-35b-a3b,7.49
s07,21654,0,"Post is about Castlevania, not Lem",qwen3.6-35b-a3b,7.48
s07,7984,0,"Post is about a thriller, not Lem",qwen3.6-35b-a3b,7.95
s07,18951,1,"Mentions sci-fi, but not Lem",qwen3.6-35b-a3b,8.49
s07,19557,1,"Упоминается Лем, но пост о Devil May Cry",qwen3.6-35b-a3b,8.39
s07,7064,0,No mention of Lem or his works,qwen3.6-35b-a3b,8.93
s07,21242,0,"Post is about Starship Troopers, not Lem",qwen3.6-35b-a3b,9.34
s07,7983,0,"Post is about a movie, not Lem",qwen3.6-35b-a3b,9.95
s07,19584,0,"Post is about video games, not Lem",qwen3.6-35b-a3b,8.96
s07,4170,0,"Post is about James Bond, not Lem",qwen3.6-35b-a3b,7.63
s07,21422,1,Mentions Lem's style but is about a game,qwen3.6-35b-a3b,7.73
s07,1078,1,"Mentions Lem, but content is unrelated",qwen3.6-35b-a3b,7.94
s07,12421,0,No connection to Lem or sci-fi,qwen3.6-35b-a3b,8.53
s07,5239,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,7.29
s07,4907,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,6.64
s07,4739,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,11.28
s07,25762,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,10.09
s07,25463,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,5.82
s07,1762,0,Unrelated meme about Matt Damon,qwen3.6-35b-a3b,6.60
s07,4661,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,6.55
s07,10131,0,Unrelated to Lem or sci-fi,qwen3.6-35b-a3b,6.72
s07,9143,0,No mention of Lem or sci-fi,qwen3.6-35b-a3b,6.97
s07,20467,0,"Post is about Lord of the Rings, not Lem",qwen3.6-35b-a3b,7.04
s07,14022,0,No mention of Lem or sci-fi,qwen3.6-35b-a3b,6.77
s07,10144,0,"Unrelated dreamcore meme, no Lem content",qwen3.6-35b-a3b,6.91
s07,17010,0,No mention of Lem or his works,qwen3.6-35b-a3b,7.15
s07,8657,0,"Post is about work burnout, not Lem",qwen3.6-35b-a3b,7.21
s07,4093,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,7.05
s07,9220,1,"Meme about Six Sense, not Lem",qwen3.6-35b-a3b,6.80
s07,24491,2,Directly discusses Lem's concept regarding AI.,qwen3.6-35b-a3b,9.31
s07,1515,2,Directly mentions Stanislaw Lem and his award,qwen3.6-35b-a3b,11.28
s07,24480,2,Directly discusses Lem's Swarm concept,qwen3.6-35b-a3b,10.90
s07,19103,0,"Post is about The Witcher 2, not Lem",qwen3.6-35b-a3b,11.41
s07,19783,0,"General survey, no Lem content",qwen3.6-35b-a3b,4.63
s07,25298,2,Directly discusses Stanislaw Lem's work,qwen3.6-35b-a3b,6.75
s07,24165,0,"Anthropology news, not Lem",qwen3.6-35b-a3b,9.71
s07,25381,2,"Post features Stanislaw Lem, matching query.",qwen3.6-35b-a3b,9.92
s07,7400,2,"Post is about Stanislaw Lem, matching query.",qwen3.6-35b-a3b,6.55
s07,25221,2,Direct quote from Lem matching query,qwen3.6-35b-a3b,10.85
s07,9057,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,6.39
s07,25860,0,No connection to Lem or sci-fi,qwen3.6-35b-a3b,3.11
s07,25720,1,Mentions Lem's theme but vaguely,qwen3.6-35b-a3b,6.73
s07,17915,1,"Mentions Le Guin, not Lem",qwen3.6-35b-a3b,8.74
s07,7701,0,"Post is about a Soviet film, not Lem",qwen3.6-35b-a3b,10.03
s07,9234,0,Unrelated to Lem or sci-fi,qwen3.6-35b-a3b,8.29
s07,1970,0,"Image shows actors, not Lem",qwen3.6-35b-a3b,7.19
s07,1875,0,No mention of Lem or relevant content,qwen3.6-35b-a3b,7.10
s07,1814,0,"Irrelevant image of a woman, not Lem",qwen3.6-35b-a3b,7.26
s07,1894,1,"Nolan meme, not Lem related",qwen3.6-35b-a3b,7.96
s08,4124,0,"Post is about Criterion Collection, not Lovecraft",qwen3.6-35b-a3b,8.11
s08,1359,1,"Mentions old editions, not new releases",qwen3.6-35b-a3b,8.93
s08,311,2,Directly addresses new Lovecraft editions,qwen3.6-35b-a3b,8.82
s08,19185,0,"Post is about The Boys, not Lovecraft",qwen3.6-35b-a3b,7.92
s08,2960,0,"Post is about cinema archives, not Lovecraft",qwen3.6-35b-a3b,8.57
s08,21775,0,"Post is about DC series, not Lovecraft",qwen3.6-35b-a3b,8.70
s08,3772,0,"Post discusses films, not Lovecraft",qwen3.6-35b-a3b,8.27
s08,815,1,Mentions Lovecraft but not new editions or debates,qwen3.6-35b-a3b,5.60
s08,1302,2,Post discusses new Lovecraft editions,qwen3.6-35b-a3b,6.11
s08,786,2,Directly addresses the controversy,qwen3.6-35b-a3b,10.01
s08,18576,2,Post discusses new Lovecraft book and universe,qwen3.6-35b-a3b,7.16
s08,1369,1,"Discusses controversies, not new editions",qwen3.6-35b-a3b,5.71
s08,455,2,Discusses new Lovecraft editions and publishing context,qwen3.6-35b-a3b,9.61
s08,2826,0,"Post is about Sokurov, not Lovecraft",qwen3.6-35b-a3b,21.42
s08,22237,0,"Post is about black holes, not Lovecraft.",qwen3.6-35b-a3b,18.77
s08,25115,0,"Post is about Norman, not Lovecraft",qwen3.6-35b-a3b,6.03
s08,1337,1,"Mentions Lovecraft expert, not new editions",qwen3.6-35b-a3b,5.87
s08,23577,0,"Post is about space exploration, not Lovecraft.",qwen3.6-35b-a3b,5.56
s08,724,2,Post discusses new Lovecraft edition and controversy,qwen3.6-35b-a3b,5.34
s08,7938,0,"Post discusses a film, not book editions",qwen3.6-35b-a3b,5.67
s08,799,2,Directly addresses AI controversy in Lovecraft editions,qwen3.6-35b-a3b,5.77
s08,24682,2,Discusses new Lovecraft edition and controversies,qwen3.6-35b-a3b,6.14
s08,20011,2,Directly addresses new Lovecraft edition and controversy,qwen3.6-35b-a3b,6.22
s08,684,2,Post discusses new Lovecraft edition and AI controversy,qwen3.6-35b-a3b,5.28
s08,54,0,"Post discusses 1990s editions, not new ones",qwen3.6-35b-a3b,5.73
s08,25784,1,"Mentions book news, but not Lovecraft",qwen3.6-35b-a3b,5.56
s08,181,2,Describes new Lovecraft edition and details,qwen3.6-35b-a3b,5.48
s08,776,2,Post discusses new Lovecraft comic anthology,qwen3.6-35b-a3b,5.65
s08,1327,2,Post discusses new Lovecraft edition and features,qwen3.6-35b-a3b,6.25
s08,840,2,Directly addresses Lovecraft editions and related debates,qwen3.6-35b-a3b,9.68
s08,943,2,Post discusses new Lovecraft edition and its features,qwen3.6-35b-a3b,8.56
s08,737,2,Post announces new Lovecraft comic edition,qwen3.6-35b-a3b,4.83
s08,25782,0,"Post discusses other authors, not Lovecraft",qwen3.6-35b-a3b,5.73
s08,395,1,"Old article, not new editions",qwen3.6-35b-a3b,5.74
s08,321,2,Post details new Lovecraft publication and crowdfunding,qwen3.6-35b-a3b,5.00
s08,1237,1,"Mentions Lovecraft but focuses on an event, not new editions or disputes.",qwen3.6-35b-a3b,5.74
s08,24757,1,"Mentions Lovecraft but compares to Alexander Green, not new editions.",qwen3.6-35b-a3b,6.75
s08,1532,1,Mentions Lovecraft but not new editions,qwen3.6-35b-a3b,6.92
s08,25692,2,Post discusses new Lovecraft editions and translations,qwen3.6-35b-a3b,6.19
s08,165,2,Post discusses new Lovecraft edition,qwen3.6-35b-a3b,5.45
s08,163,2,Announces new Lovecraft edition,qwen3.6-35b-a3b,4.56
s08,1221,2,New Lovecraft edition released,qwen3.6-35b-a3b,2.29
s08,841,2,Shows new Lovecraft comic editions,qwen3.6-35b-a3b,4.48
s08,1394,2,Post announces new Lovecraft edition,qwen3.6-35b-a3b,4.41
s09,5458,2,Post is the requested trailer teaser.,qwen3.6-35b-a3b,4.81
s09,21033,1,"Shows screenshots, not the trailer",qwen3.6-35b-a3b,3.78
s09,20524,2,Post confirms trailer release date for season 3,qwen3.6-35b-a3b,3.49
s09,21747,2,Shows new footage from season 3 trailer,qwen3.6-35b-a3b,5.07
s09,5408,1,"Shows stills, not the trailer itself",qwen3.6-35b-a3b,3.36
s09,20678,1,Related to season 3 but not a trailer,qwen3.6-35b-a3b,6.86
s09,20780,1,"Shows a still, not the trailer",qwen3.6-35b-a3b,8.51
s09,20638,2,Post explicitly mentions the trailer for season 3,qwen3.6-35b-a3b,4.21
s09,21407,1,"Shows a frame, not the trailer itself",qwen3.6-35b-a3b,4.37
s09,3879,0,"Post is about Euphoria, not Rings of Power",qwen3.6-35b-a3b,4.88
s09,4265,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,4.97
s09,4761,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,5.08
s09,18555,2,Post contains trailer release info,qwen3.6-35b-a3b,4.68
s09,3895,0,"Post is about Euphoria, not Rings of Power",qwen3.6-35b-a3b,4.63
s09,4273,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,5.24
s09,4798,0,"Post is about Silo, not Rings of Power",qwen3.6-35b-a3b,5.19
s09,5576,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,5.16
s09,19341,1,Mentions season 3 but focuses on season 4,qwen3.6-35b-a3b,5.28
s09,5730,0,"Post discusses Marvel and Percy Jackson, not Rings of Power",qwen3.6-35b-a3b,5.37
s09,18672,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,5.76
s09,5396,1,"Related to season 3, but not the trailer",qwen3.6-35b-a3b,4.10
s09,18961,2,Post shows first look at season 3 trailer,qwen3.6-35b-a3b,3.35
s09,20505,1,Mentions season 3 but is not a trailer,qwen3.6-35b-a3b,9.32
s09,5241,0,"Post is about Dune, not Rings of Power",qwen3.6-35b-a3b,2.69
s09,4424,0,"Post is about A Quiet Place, not Rings of Power",qwen3.6-35b-a3b,6.85
s09,20439,1,"Shows character, not the trailer itself",qwen3.6-35b-a3b,4.71
s09,19476,0,"Post is about 'Shelter', not 'Rings of Power'",qwen3.6-35b-a3b,4.95
s09,19046,0,"Post is about Superboy, not Rings of Power",qwen3.6-35b-a3b,5.23
s09,19403,0,"Post is about House of the Dragon, not Rings of Power",qwen3.6-35b-a3b,5.16
s09,3759,2,Post explicitly mentions official trailer,qwen3.6-35b-a3b,4.74
s09,18172,0,"Post discusses budget rumors, not the trailer",qwen3.6-35b-a3b,4.66
s09,5500,0,"Post is about Severance, not Rings of Power",qwen3.6-35b-a3b,5.29
s09,20136,0,"Post is about anime, not Rings of Power",qwen3.6-35b-a3b,5.25
s10,21091,2,"News about a Warhammer 40,000 game release",qwen3.6-35b-a3b,5.34
s10,20839,1,"News about animation, not games",qwen3.6-35b-a3b,5.12
s10,20709,0,"Post is about film, not games",qwen3.6-35b-a3b,4.75
s10,20877,1,"News about series, not games",qwen3.6-35b-a3b,4.86
s10,19526,1,"News about artist, not games",qwen3.6-35b-a3b,4.73
s10,21010,1,"Mentions Warhammer 40,000 but discusses a book, not games.",qwen3.6-35b-a3b,6.35
s10,19028,2,"Lists Warhammer 40,000 games",qwen3.6-35b-a3b,8.44
s10,19225,2,"Post lists new Warhammer 40,000 games",qwen3.6-35b-a3b,7.26
s10,21487,2,"Post announces a new Warhammer 40,000 game",qwen3.6-35b-a3b,5.66
s10,18035,1,"News about the game rules, not specific games",qwen3.6-35b-a3b,5.39
s10,5501,1,"News about film adaptation, not games",qwen3.6-35b-a3b,5.54
s10,20600,2,"Announces Warhammer 40,000 game collaboration",qwen3.6-35b-a3b,5.65
s10,18531,2,"Post announces a new Warhammer 40,000 game",qwen3.6-35b-a3b,5.16
s10,13254,1,Mentions Warhammer 40k but not games,qwen3.6-35b-a3b,5.29
s10,20765,2,"Directly discusses a new Warhammer 40,000 game",qwen3.6-35b-a3b,2.72
s10,19654,2,"Directly shows gameplay of Warhammer 40,000 game",qwen3.6-35b-a3b,5.94
s10,20300,2,"Post shows gameplay of a Warhammer 40,000 game",qwen3.6-35b-a3b,3.99
s10,20307,0,"Post is about Mortal Shell II, not Warhammer 40,000",qwen3.6-35b-a3b,3.86
s10,20897,0,"Post is about Sekiro, not Warhammer 40k",qwen3.6-35b-a3b,7.01
s10,19444,0,"Post is about TTRPGs, not Warhammer 40k games",qwen3.6-35b-a3b,9.41
s10,20837,2,"Post mentions Warhammer 40,000 game Dark Heresy",qwen3.6-35b-a3b,8.58
s10,20003,1,"Mentions Warhammer 40,000 but is event news",qwen3.6-35b-a3b,5.88
s10,16823,0,"No mention of Warhammer 40,000 games",qwen3.6-35b-a3b,6.02
s10,20515,2,"Directly discusses a new Warhammer 40,000 game",qwen3.6-35b-a3b,6.19
s10,21652,0,"No mention of Warhammer 40,000 games",qwen3.6-35b-a3b,6.08
s10,21372,1,Mentions Warhammer but not 40k games,qwen3.6-35b-a3b,5.85
s10,19448,1,"News about the game edition, not the games themselves",qwen3.6-35b-a3b,5.43
s10,20851,2,"Post mentions Warhammer 40,000 news",qwen3.6-35b-a3b,5.48
s10,20778,2,"Post announces Warhammer 40,000 game content",qwen3.6-35b-a3b,5.76
s10,21001,2,"News about a new Warhammer 40,000 game",qwen3.6-35b-a3b,5.34
s10,20726,1,"Mentions Warhammer 40,000 movie, not games",qwen3.6-35b-a3b,5.88
s11,23975,2,Directly reports on the Ebola outbreak in Congo,qwen3.6-35b-a3b,6.30
s11,23478,2,Directly reports Ebola outbreak in Congo,qwen3.6-35b-a3b,5.83
s11,23236,2,Directly addresses the Ebola outbreak in Congo,qwen3.6-35b-a3b,6.71
s11,24359,2,Directly reports Ebola outbreak in Congo,qwen3.6-35b-a3b,7.62
s11,23177,2,Directly addresses Ebola outbreak in Congo,qwen3.6-35b-a3b,6.50
s11,23077,2,Directly addresses the Ebola outbreak in Congo,qwen3.6-35b-a3b,5.45
s11,23301,2,Directly addresses the Ebola outbreak in Congo,qwen3.6-35b-a3b,5.52
s11,23768,2,Directly addresses the Ebola outbreak in Congo,qwen3.6-35b-a3b,5.62
s11,24206,2,Directly reports Ebola outbreak in Congo,qwen3.6-35b-a3b,5.41
s11,22679,1,"Same country, different disease",qwen3.6-35b-a3b,4.92
s11,22503,0,"Post discusses hantavirus, not Ebola",qwen3.6-35b-a3b,5.07
s11,24086,2,Directly reports Ebola outbreak in Congo,qwen3.6-35b-a3b,6.08
s11,23939,0,"Post is about uranium, not Ebola.",qwen3.6-35b-a3b,5.27
s11,22759,0,"Post is about solar storms, not Ebola.",qwen3.6-35b-a3b,4.91
s11,23584,2,Directly addresses Ebola outbreak in Congo,qwen3.6-35b-a3b,6.68
s11,24393,0,"Post discusses cobalt mining, not Ebola.",qwen3.6-35b-a3b,7.72
s11,23686,0,"Post is about monkeys, not Ebola.",qwen3.6-35b-a3b,6.66
s11,4868,0,"Post is about a movie, not Ebola",qwen3.6-35b-a3b,5.74
s11,11939,0,"Post is about vintage memes, not Ebola.",qwen3.6-35b-a3b,6.02
s11,23870,2,Directly reports Ebola outbreak in Congo,qwen3.6-35b-a3b,5.64
s11,11471,2,Directly mentions Ebola outbreak in Congo,qwen3.6-35b-a3b,5.88
s11,23387,0,"Post discusses symptoms, not outbreak",qwen3.6-35b-a3b,5.61
s11,22867,0,"Post is about bonobos, not Ebola",qwen3.6-35b-a3b,5.56
s11,11676,0,No mention of Ebola or Congo,qwen3.6-35b-a3b,5.97
s11,11463,0,"Post is about football, not Ebola",qwen3.6-35b-a3b,5.30
s11,23819,0,Unrelated humorous post,qwen3.6-35b-a3b,3.94
s11,22642,0,No post data provided,qwen3.6-35b-a3b,3.00
s11,3087,0,No post data provided,qwen3.6-35b-a3b,2.68
s11,25937,0,No post data provided,qwen3.6-35b-a3b,2.42
s11,24508,0,No post data provided,qwen3.6-35b-a3b,2.45
s11,3137,0,No post data provided,qwen3.6-35b-a3b,2.47
s11,24422,0,No post data provided,qwen3.6-35b-a3b,2.47
s12,367,0,"Post is a memorial, not a prank",qwen3.6-35b-a3b,5.19
s12,25806,2,Post is a news item from Mir Fantastiki,qwen3.6-35b-a3b,2.60
s12,20493,0,"Post is a birthday greeting, not a prank",qwen3.6-35b-a3b,5.62
s12,1142,0,"Post describes magazine content, not pranks",qwen3.6-35b-a3b,6.40
s12,21413,1,"Mentions editor, not pranks",qwen3.6-35b-a3b,5.65
s12,19771,2,Directly matches query about Mir Fantastiki giveaways,qwen3.6-35b-a3b,4.94
s12,20747,0,"Post announces sales, not giveaways",qwen3.6-35b-a3b,4.94
s12,24867,2,Post is a prank by Mir Fantastiki,qwen3.6-35b-a3b,4.75
s12,18178,0,No mention of Mir Fantastiki pranks,qwen3.6-35b-a3b,5.21
s12,20257,0,"Post is about Tom Hanks, not pranks",qwen3.6-35b-a3b,5.37
s12,19502,0,"Post is about an artist, not pranks",qwen3.6-35b-a3b,5.10
s12,20142,1,Mentions Mir Fantastiki but not a prank,qwen3.6-35b-a3b,4.99
s12,24815,2,Post discusses Mir Fantastiki special issue,qwen3.6-35b-a3b,4.97
s12,20278,0,"News about magazine sales, not pranks",qwen3.6-35b-a3b,4.94
s12,20125,0,"No pranks mentioned, only news and articles",qwen3.6-35b-a3b,5.32
s12,21571,0,"Post is about an interview, not a prank",qwen3.6-35b-a3b,5.73
s12,18992,0,"Post is about app cancellation, not pranks",qwen3.6-35b-a3b,5.64
s12,18116,0,"Post is art, not a prank",qwen3.6-35b-a3b,4.87
s12,19444,0,"Post is about RPG magazine, not pranks",qwen3.6-35b-a3b,5.04
s12,19296,0,"Post is a birthday greeting, not a prank",qwen3.6-35b-a3b,5.71
s12,20874,1,Mentions the source but no specific prank,qwen3.6-35b-a3b,4.94
s12,999,0,No mention of Mir Fantastiki or pranks,qwen3.6-35b-a3b,4.82
s12,529,0,No mention of Mir Fantastiki or pranks,qwen3.6-35b-a3b,7.06
s12,457,0,No mention of Mir Fantastiki or pranks,qwen3.6-35b-a3b,6.67
s12,21555,0,"Post is a pre-order announcement, not a prank.",qwen3.6-35b-a3b,5.10
s12,20301,0,"Post is about a magazine special issue, not pranks",qwen3.6-35b-a3b,6.23
s12,18832,0,"Not a prank, but a campaign update",qwen3.6-35b-a3b,6.24
s12,18824,0,"Post is about pre-order, not pranks",qwen3.6-35b-a3b,5.48
s12,21133,0,"News about magazine issue, not pranks",qwen3.6-35b-a3b,5.43
s12,25430,0,"Post is about magazine sales, not pranks",qwen3.6-35b-a3b,5.51
s12,765,0,"Source is FantLab, not Mir Fantastiki",qwen3.6-35b-a3b,6.07
s12,25554,0,No mention of Mir Fantastiki or pranks,qwen3.6-35b-a3b,5.69
s12,5510,0,No mention of Mir Fantastiki or pranks,qwen3.6-35b-a3b,4.71
s12,19642,0,"Post is about art, not pranks",qwen3.6-35b-a3b,4.60
s12,21729,0,"Post is about fantasy art, not pranks",qwen3.6-35b-a3b,4.59
s12,18885,0,"Post is about art, not pranks",qwen3.6-35b-a3b,4.55
s12,20789,2,Post announces winners of the requested giveaway,qwen3.6-35b-a3b,4.45
s12,19513,2,Post announces winners of the requested giveaway,qwen3.6-35b-a3b,5.44
s12,19957,2,Post announces contest results from Mir Fantastiki,qwen3.6-35b-a3b,5.60
s12,20085,2,Announces winners of Mir Fantastiki giveaway,qwen3.6-35b-a3b,4.38
