query_id,post_id,found_by
s04,19299,dense:full@11 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@4
s04,17915,dense:full@12 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s04,19415,dense:full@17
s04,20348,dense:full@18 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s04,21391,dense:full@20 hybrid+rerank:full@15 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@2
s04,21403,sparse:full@7
s04,22746,sparse:full@8
s04,23045,sparse:full@9
s04,19138,hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s04,19663,hybrid+rerank:full@12
s04,20849,hybrid+rerank:full@14
s04,20190,hybrid+rerank:full@16
s04,21579,hybrid+rerank:full@17
s04,20503,hybrid+rerank:full@18
s04,24756,hybrid+rerank:full@20
s05,21752,bm25:full@1 dense:full@1 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@2
s05,19678,bm25:full@2 dense:full@2 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s05,21750,bm25:full@3 dense:full@3 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@5
s05,18012,bm25:full@4 dense:full@4 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
s05,21753,bm25:full@5 dense:full@5 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@6
s05,18021,bm25:full@6 dense:full@7 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@4
s05,21681,bm25:full@7 dense:full@6 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@8 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7 sparse:full@7
s05,6060,bm25:full@8 dense:full@19 hybrid:full@9 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@9 sparse:full@8
s05,5614,bm25:full@9
s05,18498,bm25:full@10 dense:full@17
s05,21749,bm25:full@11 sparse:full@9
s05,20415,bm25:full@12
s05,17923,bm25:full@13 dense:full@9 hybrid+rerank:full@11 hybrid+rerank:text_ocr_caption@10
s05,19355,bm25:full@14 dense:full@12
s05,23463,bm25:full@15 hybrid+rerank:full@19 sparse:full@10
s05,21425,bm25:full@16
s05,5871,bm25:full@17
s05,8645,bm25:full@18
s05,18731,bm25:full@19 dense:full@16
s05,6053,bm25:full@20
s05,19442,dense:full@8 hybrid+rerank:full@17 hybrid:full@8 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@8
s05,18664,dense:full@10 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@9 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s05,21592,dense:full@11
s05,21087,dense:full@13
s05,20377,dense:full@14
s05,20249,dense:full@15 hybrid+rerank:full@18
s05,20929,dense:full@18
s05,17995,dense:full@20
s05,1772,hybrid+rerank:full@7 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@7
s05,7039,hybrid+rerank:full@8
s05,21723,hybrid+rerank:full@12
s05,4092,hybrid+rerank:full@13
s05,19996,hybrid+rerank:full@14
s05,21911,hybrid+rerank:full@15
s05,13414,hybrid+rerank:full@16
s05,19774,hybrid+rerank:full@20
s05,8618,hybrid+rerank:text@7
s06,22345,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s06,22234,bm25:full@2
s06,22411,bm25:full@3 dense:full@3 hybrid+rerank:full@19 hybrid:full@4 hybrid:text@4 hybrid:text_ocr_caption@4
s06,23804,bm25:full@4
s06,22360,bm25:full@5
s06,22194,bm25:full@6
s06,23253,bm25:full@7
s06,23585,bm25:full@8
s06,23515,bm25:full@9
s06,23386,bm25:full@10
s06,22271,bm25:full@11 dense:full@8 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@7 hybrid:text_ocr_caption@5 sparse:full@7
s06,22180,bm25:full@12 dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@2
s06,23394,bm25:full@13
s06,24028,bm25:full@14
s06,24270,bm25:full@15
s06,24329,bm25:full@16
s06,16790,bm25:full@17
s06,17042,bm25:full@18
s06,22346,bm25:full@19 dense:full@15
s06,22414,bm25:full@20
s06,24362,dense:full@4 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
s06,25011,dense:full@5 hybrid:full@8 hybrid:text@8 hybrid:text_ocr_caption@8
s06,22960,dense:full@6 hybrid:full@7 hybrid:text@6 hybrid:text_ocr_caption@7
s06,22837,dense:full@7 hybrid:full@10 hybrid:text@10 hybrid:text_ocr_caption@10
s06,24424,dense:full@9
s06,22390,dense:full@10 hybrid+rerank:full@20
s06,22171,dense:full@11
s06,9983,dense:full@12 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5
s06,22113,dense:full@13
s06,23134,dense:full@14
s06,475,dense:full@16
s06,4430,dense:full@17
s06,23785,dense:full@18 hybrid+rerank:full@11
s06,23044,dense:full@19
s06,24291,dense:full@20
s06,2140,hybrid:full@6 hybrid:text@7 hybrid:text_ocr@8 hybrid:text_ocr_caption@6 sparse:full@4
s06,22024,hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@5
s06,21886,sparse:full@6
s06,2133,sparse:full@8
s06,16381,hybrid:text_ocr@4 sparse:full@9
s06,22413,sparse:full@10
s06,22181,hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4
s06,23827,hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6
s06,24287,hybrid+rerank:full@7 hybrid+rerank:text_ocr_caption@7
s06,4428,hybrid+rerank:full@8 hybrid+rerank:text_ocr_caption@8
s06,4856,hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
s06,23296,hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
s06,24387,hybrid+rerank:full@12
s06,231,hybrid+rerank:full@13
s06,23788,hybrid+rerank:full@14
s06,23829,hybrid+rerank:full@15
s06,4431,hybrid+rerank:full@16
s06,23778,hybrid+rerank:full@17
s06,23297,hybrid+rerank:full@18
s06,8433,hybrid:text_ocr@5
s06,16982,hybrid:text_ocr@6
s06,17860,hybrid:text_ocr@10
s06,23784,hybrid+rerank:text@5
s06,17863,hybrid+rerank:text@6
s06,17848,hybrid+rerank:text@7
s06,17858,hybrid+rerank:text@8
s06,4201,hybrid+rerank:text@9
s06,25535,hybrid+rerank:text@10
s07,25257,bm25:full@1
s07,25400,bm25:full@2 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
s07,24980,bm25:full@3 hybrid+rerank:full@11 sparse:full@8
s07,25358,bm25:full@4 dense:full@4 hybrid+rerank:full@5 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@5 hybrid:full@7 hybrid:text@9 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s07,24678,bm25:full@5 dense:full@13 hybrid+rerank:full@2 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@2
s07,20807,bm25:full@6
s07,25285,bm25:full@7 hybrid+rerank:full@16 hybrid:full@9 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@5
s07,18881,bm25:full@8
s07,19862,bm25:full@9
s07,18262,bm25:full@10
s07,21654,bm25:full@11
s07,7984,bm25:full@12
s07,18951,bm25:full@13
s07,19557,bm25:full@14
s07,7064,bm25:full@15
s07,21242,bm25:full@16
s07,7983,bm25:full@17
s07,19584,bm25:full@18
s07,4170,bm25:full@19
s07,21422,bm25:full@20
s07,1078,dense:full@1 hybrid:full@2 hybrid:text@4 hybrid:text_ocr@1 hybrid:text_ocr_caption@1
s07,12421,dense:full@2 hybrid+rerank:full@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@4 hybrid:text@5 hybrid:text_ocr@4 hybrid:text_ocr_caption@4
s07,5239,dense:full@3 hybrid:full@5 hybrid:text_ocr@8 hybrid:text_ocr_caption@6
s07,4907,dense:full@5 hybrid:full@10 hybrid:text_ocr_caption@9
s07,4739,dense:full@6
s07,25762,dense:full@7 hybrid+rerank:full@12
s07,25463,dense:full@8 hybrid+rerank:full@20
s07,1762,dense:full@9
s07,4661,dense:full@10
s07,10131,dense:full@11
s07,9143,dense:full@12
s07,20467,dense:full@14
s07,14022,dense:full@15
s07,10144,dense:full@16
s07,17010,dense:full@17
s07,8657,dense:full@18
s07,4093,dense:full@19
s07,9220,dense:full@20
s07,24491,hybrid+rerank:full@1 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s07,1515,hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@5 sparse:full@3
s07,24480,hybrid+rerank:full@6 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@6 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@9 hybrid:text_ocr_caption@8 sparse:full@4
s07,19103,sparse:full@6
s07,19783,sparse:full@7
s07,25298,hybrid+rerank:full@7 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@7 sparse:full@9
s07,24165,sparse:full@10
s07,25381,hybrid+rerank:full@3 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@3
s07,7400,hybrid+rerank:full@4 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@4
s07,25221,hybrid+rerank:full@13
s07,9057,hybrid+rerank:full@14
s07,25860,hybrid+rerank:full@15
s07,25720,hybrid+rerank:full@17
s07,17915,hybrid+rerank:full@18
s07,7701,hybrid+rerank:full@19
s07,9234,hybrid:text@1
s07,1970,hybrid:text@7 hybrid:text_ocr@5
s07,1875,hybrid+rerank:text@1
s07,1814,hybrid+rerank:text@2
s07,1894,hybrid+rerank:text@9
s08,4124,bm25:full@1
s08,1359,bm25:full@2 hybrid+rerank:full@17 sparse:full@10
s08,311,bm25:full@3 dense:full@1 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@2
s08,19185,bm25:full@4
s08,2960,bm25:full@5
s08,21775,bm25:full@6
s08,3772,bm25:full@7
s08,815,bm25:full@8 sparse:full@7
s08,1302,bm25:full@9 hybrid+rerank:full@12 sparse:full@9
s08,786,bm25:full@10 dense:full@7 hybrid+rerank:full@11
s08,18576,bm25:full@11 dense:full@4 hybrid+rerank:full@13 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@5
s08,1369,bm25:full@12
s08,455,bm25:full@13 dense:full@19 hybrid+rerank:full@15
s08,2826,bm25:full@14
s08,22237,bm25:full@15
s08,25115,bm25:full@16
s08,1337,bm25:full@17 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@3
s08,23577,bm25:full@18
s08,724,bm25:full@19 dense:full@2 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4
s08,7938,bm25:full@20
s08,799,dense:full@3 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5
s08,24682,dense:full@5 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s08,20011,dense:full@6 hybrid+rerank:full@18 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s08,684,dense:full@8
s08,54,dense:full@9 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@6
s08,25784,dense:full@10 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
s08,181,dense:full@11 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
s08,776,dense:full@12 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s08,1327,dense:full@13 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1
s08,840,dense:full@14
s08,943,dense:full@15
s08,737,dense:full@16
s08,25782,dense:full@17
s08,395,dense:full@18
s08,321,dense:full@20 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4
s08,1237,hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s08,24757,hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@4
s08,1532,sparse:full@8
s08,25692,hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
s08,165,hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s08,163,hybrid+rerank:full@14
s08,1221,hybrid+rerank:full@16
s08,841,hybrid+rerank:full@19
s08,1394,hybrid+rerank:full@20
s09,5458,bm25:full@1 dense:full@5 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@2
s09,21033,bm25:full@2 dense:full@9 hybrid+rerank:full@12 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s09,20524,bm25:full@3 dense:full@4 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@5
s09,21747,bm25:full@4 dense:full@10 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
s09,5408,bm25:full@5 dense:full@6 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s09,20678,bm25:full@6
s09,20780,bm25:full@7 dense:full@12 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s09,20638,bm25:full@8 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@4
s09,21407,bm25:full@9 dense:full@13 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
s09,3879,bm25:full@10 dense:full@11
s09,4265,bm25:full@11 dense:full@8 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9
s09,4761,bm25:full@12
s09,18555,bm25:full@13 dense:full@7 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s09,3895,bm25:full@14 hybrid+rerank:full@19 sparse:full@8
s09,4273,bm25:full@15 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@3
s09,4798,bm25:full@16 dense:full@19
s09,5576,bm25:full@17
s09,19341,bm25:full@18 dense:full@16 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s09,5730,bm25:full@19
s09,18672,bm25:full@20 sparse:full@9
s09,5396,dense:full@2 hybrid+rerank:full@14 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5
s09,18961,dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s09,20505,dense:full@14 hybrid+rerank:full@13
s09,5241,dense:full@15
s09,4424,dense:full@17
s09,20439,dense:full@18 hybrid+rerank:full@11
s09,19476,dense:full@20 hybrid+rerank:full@15 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@7
s09,19046,sparse:full@6
s09,19403,sparse:full@10
s09,3759,hybrid+rerank:full@16
s09,18172,hybrid+rerank:full@17
s09,5500,hybrid+rerank:full@18
s09,20136,hybrid+rerank:full@20
s10,21091,bm25:full@1 dense:full@11 hybrid+rerank:full@20 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@4
s10,20839,bm25:full@2 dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5
s10,20709,bm25:full@3 dense:full@12 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@2
s10,20877,bm25:full@4 dense:full@19
s10,19526,bm25:full@5 sparse:full@7
s10,21010,bm25:full@6 dense:full@9 hybrid+rerank:full@13 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s10,19028,bm25:full@7 dense:full@2 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4
s10,19225,bm25:full@8 dense:full@8 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
s10,21487,bm25:full@9 dense:full@16 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
s10,18035,bm25:full@10 dense:full@5 hybrid+rerank:full@19 hybrid:full@9 hybrid:text@10 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@8
s10,5501,bm25:full@11 hybrid+rerank:full@17 hybrid:full@10 hybrid:text@9 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@3
s10,20600,bm25:full@12 dense:full@7 hybrid+rerank:full@11
s10,18531,bm25:full@13 dense:full@14
s10,13254,bm25:full@14
s10,20765,bm25:full@15 dense:full@6 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7 sparse:full@6
s10,19654,bm25:full@16 dense:full@4 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@10
s10,20300,bm25:full@17 dense:full@1 hybrid+rerank:full@18 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2
s10,20307,bm25:full@18
s10,20897,bm25:full@19
s10,19444,bm25:full@20
s10,20837,dense:full@10 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s10,20003,dense:full@13 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s10,16823,dense:full@15
s10,20515,dense:full@17 hybrid+rerank:full@15 sparse:full@9
s10,21652,dense:full@18
s10,21372,dense:full@20
s10,19448,hybrid+rerank:full@16 sparse:full@5
s10,20851,hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
s10,20778,hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s10,21001,hybrid+rerank:full@12
s10,20726,hybrid+rerank:full@14
s11,23975,bm25:full@1 dense:full@2 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
s11,23478,bm25:full@2 dense:full@7 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@8
s11,23236,bm25:full@3 dense:full@11 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6
s11,24359,bm25:full@4 dense:full@9 hybrid+rerank:full@12 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@10
s11,23177,bm25:full@5 dense:full@4 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@6
s11,23077,bm25:full@6 dense:full@5 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@5
s11,23301,bm25:full@7 dense:full@10 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@4
s11,23768,bm25:full@8 dense:full@1 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@2
s11,24206,bm25:full@9 dense:full@6 hybrid+rerank:full@11 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7 sparse:full@7
s11,22679,bm25:full@10 dense:full@12 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s11,22503,bm25:full@11
s11,24086,bm25:full@12 dense:full@8 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@9
s11,23939,bm25:full@13
s11,22759,bm25:full@14
s11,23584,bm25:full@15 dense:full@13 hybrid+rerank:full@13
s11,24393,bm25:full@16
s11,23686,bm25:full@17 dense:full@17
s11,4868,bm25:full@18
s11,11939,bm25:full@19
s11,23870,bm25:full@20 dense:full@3 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s11,11471,dense:full@14 hybrid+rerank:full@14
s11,23387,dense:full@15
s11,22867,dense:full@16
s11,11676,dense:full@18
s11,11463,dense:full@19
s11,23819,dense:full@20
s11,22642,hybrid+rerank:full@15
s11,3087,hybrid+rerank:full@16
s11,25937,hybrid+rerank:full@17
s11,24508,hybrid+rerank:full@18
s11,3137,hybrid+rerank:full@19
s11,24422,hybrid+rerank:full@20
s12,367,bm25:full@1
s12,25806,bm25:full@2
s12,20493,bm25:full@3
s12,1142,bm25:full@4 hybrid+rerank:full@20
s12,21413,bm25:full@5
s12,19771,bm25:full@6
s12,20747,bm25:full@7 dense:full@3 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5
s12,24867,bm25:full@8
s12,18178,bm25:full@9
s12,20257,bm25:full@10
s12,19502,bm25:full@11
s12,20142,bm25:full@12
s12,24815,bm25:full@13
s12,20278,bm25:full@14 dense:full@1 hybrid+rerank:full@12 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1
s12,20125,bm25:full@15 dense:full@18
s12,21571,bm25:full@16
s12,18992,bm25:full@17
s12,18116,bm25:full@18
s12,19444,bm25:full@19 dense:full@2 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3
s12,19296,bm25:full@20 sparse:full@10
s12,20874,dense:full@4 hybrid+rerank:full@16 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@9
s12,999,dense:full@5
s12,529,dense:full@6
s12,457,dense:full@7
s12,21555,dense:full@8 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s12,20301,dense:full@9 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s12,18832,dense:full@10 hybrid+rerank:full@15
s12,18824,dense:full@11 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
s12,21133,dense:full@12 hybrid+rerank:full@13 sparse:full@9
s12,25430,dense:full@13
s12,765,dense:full@14 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
s12,25554,dense:full@15
s12,5510,dense:full@16
s12,19642,dense:full@17
s12,21729,dense:full@19
s12,18885,dense:full@20
s12,20789,hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s12,19513,hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@2
s12,19957,hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@3
s12,20085,hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7 sparse:full@4
s12,20235,hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@8 sparse:full@5
s12,21030,sparse:full@6
s12,19568,hybrid+rerank:full@11 sparse:full@7
s12,9318,sparse:full@8
s12,21258,hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1
